Solr_Field,Original_Name,Valid_Name,URI,Authority,Type,Relator,Action
mods_name_creator_namePart_ms,A. Church Photography,A. Church Photographers,,local,corporate,,
mods_name_creator_namePart_ms,"Lotot, Phin","Lotot, Phin",,local,personal,,
mods_name_creator_namePart_ms,"Bailey Jr., RH","Bailey Jr., RH",,local,personal,,
mods_name_creator_namePart_ms,KDKA-TV,"KDKA-TV (Television station : Pittsburgh, Pa.)",http://id.loc.gov/authorities/names/n85098292,naf,corporate,,replace
mods_name_creator_namePart_ms,S. Ia. Adlivankin,"Adlivankin, S. Ia.",,local,personal,,
mods_name_creator_namePart_ms,Columbia Gas of Pennsylvania,Columbia Gas of Pennsylvania,,local,corporate,,
mods_name_creator_namePart_ms,Ivan Massar,"Massar, Ivan",http://id.loc.gov/authorities/names/n85377678,naf,personal,,
mods_name_creator_namePart_ms,"Beach, Rex, 1877-1949","Beach, Rex, 1877-1949",http://id.loc.gov/authorities/names/n84804866,naf,personal,,
mods_name_creator_namePart_ms,Palisade Manufacturing Co.,Palisade Manufacturing Co.,http://id.loc.gov/authorities/names/n2020180315,naf,corporate,,
mods_name_creator_namePart_ms,Allegheny County Department of Public Works; Photographer: Pennetti,Allegheny County (Pa.). Department of Public Works,,local,corporate,,
mods_name_creator_namePart_ms,Allegheny County Department of Public Works; Photographer: Pennetti,"Pennetti, Michael J., 1920-2010",,local,personal,,
mods_name_creator_namePart_ms,"Sheppard, Judd","Sheppard, Judd, 1922-1976",,local,personal,pht,
mods_name_creator_namePart_ms,"Gibson, J. S.","Gibson, J. S.",,local,personal,,
mods_name_creator_namePart_ms,"Bacheller, Irving, 1859-1950","Bacheller, Irving, 1859-1950",http://id.loc.gov/authorities/names/n50031124,naf,personal,,
mods_name_creator_namePart_ms,"Alexander, J. W.","Alexander, J. W.",http://id.loc.gov/authorities/names/no2008008665,naf,personal,,
mods_name_creator_namePart_ms,"Azechi, Umetaro, 1902-","Azechi, Umetarō, 1902-1999",http://id.loc.gov/authorities/names/n85228140,naf,personal,,
mods_name_creator_namePart_ms,Proprietaries of Pennsylvania.,Proprietaries of Pennsylvania,http://id.loc.gov/authorities/names/n88227256,naf,corporate,,
mods_name_creator_namePart_ms,Ed Eckman,"Eckman, Ed",,local,personal,,
mods_name_creator_namePart_ms,"Moravov, A. V.","Moravov, A. V.",,local,personal,,
mods_name_creator_namePart_ms,Credit:UN Photo 179671/ M. Grant,UN Photo 179671,,local,corporate,,
mods_name_creator_namePart_ms,Credit:UN Photo 179671/ M. Grant,"Grant, M.",,local,personal,,
mods_name_creator_namePart_ms,"Eichler, A.","Eichler, A.",,local,personal,,
mods_name_creator_namePart_ms,"Stupakoff, S. H.","Stupakoff, S. H.",,local,personal,,
mods_name_creator_namePart_ms,"Sundukov, A.","Sundukov, A.",,local,personal,,
mods_name_creator_namePart_ms,Arthur Thomas Spohn,"Thomas Spohn, Arthur",,local,personal,,
mods_name_creator_namePart_ms,Credit: Cuyler Walker,"Walker, Cuyler",,local,personal,,
mods_name_creator_namePart_ms,"George, Manfred","George, Manfred",,local,personal,,
mods_name_creator_namePart_ms,"Dresselhuis, George B.","Dresselhuis, George B.",,local,personal,,
mods_name_creator_namePart_ms,"Ramsey, Frank Plumpton, 1903-1930","Ramsey, Frank Plumpton, 1903-1930",http://id.loc.gov/authorities/names/n80034084,naf,personal,,
mods_name_creator_namePart_ms,"Bartolozzi, Francesco, 1727-1815","Bartolozzi, Francesco, 1727-1815",http://id.loc.gov/authorities/names/n81143854,naf,personal,,
mods_name_creator_namePart_ms,"Costello, Jerry","Costello, Jerry",,local,personal,,
mods_name_creator_namePart_ms,United States Steel Corp.,United States Steel Corporation,http://id.loc.gov/authorities/names/n80045080,naf,corporate,,
mods_name_creator_namePart_ms,"Wills, J. H.","Wills, J. H.",,local,personal,,
mods_name_creator_namePart_ms,Erwin Ronski,"Ronski, Erwin",,local,personal,,
mods_name_creator_namePart_ms,"Arlashin, V. A.","Arlashin, V. A.",,local,personal,,
mods_name_creator_namePart_ms,Lomonosov Ceramic Factory,Lomonosov Ceramic Factory,,local,corporate,,
mods_name_creator_namePart_ms,"Stark, Jim","Stark, Jim",,local,personal,,
mods_name_creator_namePart_ms,"Ormsby, W. L. (Waterman Lilly), 1809-1883","Ormsby, W. L. (Waterman Lilly), 1809-1883",http://id.loc.gov/authorities/names/n82247405,naf,personal,,
mods_name_creator_namePart_ms,"Trenchard, James, 1747-","Trenchard, James, 1747-",http://id.loc.gov/authorities/names/nr2003032395,naf,personal,,
mods_name_creator_namePart_ms,"Sidorova, M and L. Kaushanskii","Sidorova, M",,local,personal,,
mods_name_creator_namePart_ms,"Sidorova, M and L. Kaushanskii","Kaushanskii, L.",,local,personal,,
mods_name_creator_namePart_ms,Vannucci Foto-Services,Vannucci Foto-Services,,local,corporate,,
mods_name_creator_namePart_ms,McBride Sign Company (LP),McBride Sign Company,,local,corporate,,
mods_name_creator_namePart_ms,"Pollet, Victor Florence, 1811-1882","Pollet, Victor Florence, 1811-1882",,local,personal,,
mods_name_creator_namePart_ms,"Chase, John Churchill","Chase, John Churchill",http://id.loc.gov/authorities/names/n80046085,naf,personal,,
mods_name_creator_namePart_ms,"White, Charles William, approximately 1730-1807?","White, Charles William, approximately 1730-1807?",,local,personal,,
mods_name_creator_namePart_ms,"Worlidge, T. (Thomas), 1700-1766","Worlidge, T. (Thomas), 1700-1766",http://id.loc.gov/authorities/names/n87926886,naf,personal,,
mods_name_creator_namePart_ms,"Robinson, John Henry, 1796-1871","Robinson, John Henry, 1796-1871",http://id.loc.gov/authorities/names/nr93045202,naf,personal,,
mods_name_creator_namePart_ms,"Sudakov, Pavel","Sudakov, Pavel",http://id.loc.gov/authorities/names/n81075243,naf,personal,,
mods_name_creator_namePart_ms,"Jeffrey, Richard C.","Jeffrey, Richard C.",http://id.loc.gov/authorities/names/n82093546,naf,personal,,
mods_name_creator_namePart_ms,"Smirke, Robert, 1780-1867","Smirke, Robert, 1780-1867",http://id.loc.gov/authorities/names/no2007054959,naf,personal,,
mods_name_creator_namePart_ms,"Bromley, William, 1769-1842","Bromley, William, 1769-1842",http://id.loc.gov/authorities/names/n78098456,naf,personal,,
mods_name_creator_namePart_ms,Stanley L. Fanzoz,"Fanzoz, Stanley L.",,local,personal,,
mods_name_creator_namePart_ms,"Utagawa, Kunimaru, 1794-1829","Utagawa, Kunimaru, 1794-1829",,local,personal,,
mods_name_creator_namePart_ms,Ekco Products Company,Ekco Products Company,http://id.loc.gov/authorities/names/no2015051637,naf,corporate,,
mods_name_creator_namePart_ms,"Purcell, T. E.","Purcell, T. E.",,local,personal,,
mods_name_creator_namePart_ms,Balthazar Korab,"Korab, Balthazar",http://id.loc.gov/authorities/names/n80028258,naf,personal,,
mods_name_creator_namePart_ms,Mercantile Photography Co.,Mercantile Photography Co.,,local,corporate,,
mods_name_creator_namePart_ms,"Hathaway, C.","Hathaway, C.",,local,personal,,
mods_name_creator_namePart_ms,Commanders and border guards of the Far North,Commanders and border guards of the Far North,,local,corporate,,
mods_name_creator_namePart_ms,"Klingensmith, James J.","Klingensmith, James J.",,local,personal,,
mods_name_creator_namePart_ms,"Allen, Ethan, 1738-1789","Allen, Ethan, 1738-1789",http://id.loc.gov/authorities/names/n79139711,naf,personal,,
mods_name_creator_namePart_ms,"Schell, P.R.","Schell, P.R.",,local,personal,,
mods_name_creator_namePart_ms,"Stott, William","Stott, William",,local,personal,,
mods_name_creator_namePart_ms,"Mason, Miss","Mason, Miss",,local,personal,,
mods_name_creator_namePart_ms,"Cooke, James Negley, 1865-1920","Cooke, James Negley, 1865-1920",,local,personal,,
mods_name_creator_namePart_ms,"Johnston, Agnes Christine, -1978","Johnston, Agnes Christine, -1978",http://id.loc.gov/authorities/names/n85151889,naf,personal,,
mods_name_creator_namePart_ms,"Howe, Frank F.","Howe, Frank F.",,local,personal,,
mods_name_creator_namePart_ms,Pennsylvania Department of Parks and Recreation,"Allegheny County (Pa.). Department of Parks, Recreation, and Conservation",http://id.loc.gov/authorities/names/n00112485,naf,corporate,,
mods_name_creator_namePart_ms,"Wellmore, Edward","Wellmore, Edward",http://id.loc.gov/authorities/names/nr2001047936,naf,personal,,
mods_name_creator_namePart_ms,"Smirnov, E.","Smirnov, E.",,local,personal,,
mods_name_creator_namePart_ms,K. Ivanov,"Ivanov, K.",http://id.loc.gov/authorities/names/n97876624,naf,personal,,
mods_name_creator_namePart_ms,P. Krummel,"Krummel, P.",,local,personal,,
mods_name_creator_namePart_ms,"Pentland, Charles (Private)","Pentland, Charles, Private",,local,personal,,
mods_name_creator_namePart_ms,Johnston (Trinity Court Studio),Johnston (Trinity Court Studio),,local,corporate,,
mods_name_creator_namePart_ms,Dale Roberts,"Roberts, Dale",http://id.loc.gov/authorities/names/no2012102570,naf,personal,,
mods_name_creator_namePart_ms,Dufor Photographers,Dufor Photographers,,local,corporate,,
mods_name_creator_namePart_ms,W.W. Bleaudry,"Bleaudry, W.W.",,local,personal,,
mods_name_creator_namePart_ms,"Stout, Rex, 1886-1975","Stout, Rex, 1886-1975",http://id.loc.gov/authorities/names/n50010846,naf,personal,,
mods_name_creator_namePart_ms,"Kanze, Sakon, 1895-1939","Kanze, Sakon, 1895-1939",http://id.loc.gov/authorities/names/nr95025729,naf,personal,,
mods_name_creator_namePart_ms,"Navratil, Henry O.","Navratil, Henry O.",,local,personal,,
mods_name_creator_namePart_ms,"Klutsis, Gustav","Klutsis, Gustav, 1895-1938",,local,personal,,
mods_name_creator_namePart_ms,"Nakles, Jonathan","Nakles, Jonathan",,local,personal,,
mods_name_creator_namePart_ms,"Goldberger, Edward H.","Goldberger, Edward H.",,local,personal,,
mods_name_creator_namePart_ms,"Laurent, Joseph","Laurent, Joseph",,local,personal,,
mods_name_creator_namePart_ms,"Eastman, George, 1854-1932","Eastman, George, 1854-1932",http://id.loc.gov/authorities/names/n81109080,naf,personal,,
mods_name_creator_namePart_ms,James Blair,"Blair, James",http://id.loc.gov/authorities/names/n82251384,naf,personal,,
mods_name_creator_namePart_ms,Richard Sanders,"Sanders, Richard",http://id.loc.gov/authorities/names/nb90208212,naf,personal,,
mods_name_creator_namePart_ms,"Hess Photographing Company, 212 Oliver Avenue, Pittsburgh, Pa.","Hess Photographing Company (Pittsburgh, Pa.)",,local,corporate,,
mods_name_creator_namePart_ms,Russell Lee,"Lee, Russell",,local,personal,,
mods_name_creator_namePart_ms,"Brashear, John A. (John Alfred), 1840-1920","Brashear, John A. (John Alfred), 1840-1920",http://id.loc.gov/authorities/names/n86871647,naf,personal,,
mods_name_creator_namePart_ms,"Rychalski, S.","Rychalski, S.",,local,personal,,
mods_name_creator_namePart_ms,"Ryvkin, K.","Ryvkin, K.",,local,personal,,
mods_name_creator_namePart_ms,"Zoffany, Johann, 1733-1810","Zoffany, Johann, 1733-1810",http://id.loc.gov/authorities/names/nr92043188,naf,personal,,
mods_name_creator_namePart_ms,"Longfellow, Henry Wadsworth, 1807-1882","Longfellow, Henry Wadsworth, 1807-1882",http://id.loc.gov/authorities/names/n79056429,naf,personal,,
mods_name_creator_namePart_ms,"Ingouf, François Robert, 1747-1812","Ingouf, François Robert, 1747-1812",http://id.loc.gov/authorities/names/no2005076928,naf,personal,,
mods_name_creator_namePart_ms,"Vrana, Thomas C.","Vrana, Thomas C.",,local,personal,,
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Urich and Wenzel",Allegheny County (Pa.). Department of Public Works,,local,corporate,pht,
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Urich and Wenzel",Urich,,local,personal,pht,add
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Urich and Wenzel",Wenzel,,local,personal,pht,
mods_name_creator_namePart_ms,"Petrusov, G.","Petrusov, G.",,local,personal,,
mods_name_creator_namePart_ms,Rempes,Rempes,,local,personal,,
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Pennetti",Allegheny County (Pa.). Department of Public Works,,local,corporate,,
mods_name_creator_namePart_ms,"Allegheny County Department of Public Works, Photographer: Pennetti","Pennetti, Michael J., 1920-2010",,local,personal,,add
mods_name_creator_namePart_ms,"Arias Bernal, Antonio","Arias Bernal, Antonio",,local,personal,,
mods_name_creator_namePart_ms,"Richards, T. Addison (Thomas Addison), 1820-1900","Richards, T. Addison (Thomas Addison), 1820-1900",http://id.loc.gov/authorities/names/n85028380,naf,personal,,
mods_name_creator_namePart_ms,"Jarrett, Thomas M.","Jarrett, Thomas M.",,local,personal,,
mods_name_creator_namePart_ms,"Russel P. Hay, Inc.","Russell P. Hay, Inc.",,local,corporate,,
mods_name_creator_namePart_ms,Hess Photos,"Hess Photographing Company (Pittsburgh, Pa.)",,local,corporate,,
mods_name_creator_namePart_ms,I. V. Fominykh,"Fominykh, I. V.",,local,personal,,
mods_name_creator_namePart_ms,"Selwyn, Edgar, 1875-1944","Selwyn, Edgar, 1875-1944",http://id.loc.gov/authorities/names/n88226342,naf,personal,,
mods_name_creator_namePart_ms,"Fonfe, Heinrich","Fonfe, Heinrich",,local,personal,,
mods_name_creator_namePart_ms,"Thomas, George, 1695?-1774","Thomas, George, 1695?-1774",http://id.loc.gov/authorities/names/n87946514,naf,personal,,
mods_name_creator_namePart_ms,"Denisov, N. and N. Vatolina","Denisov, N. N. (Nikolaĭ Nikolaevich), 1909-1983",http://id.loc.gov/authorities/names/n87917752,naf,personal,,
mods_name_creator_namePart_ms,"Denisov, N. and N. Vatolina","Vatolina, Nina Nikolaevna, 1915-",http://id.loc.gov/authorities/names/n84114401,naf,personal,,
mods_name_creator_namePart_ms,U.S. Department of Labor Immigration and Naturalization Service,United States. Immigration and Naturalization Service,http://id.loc.gov/authorities/names/n79053784,naf,corporate,,
mods_name_creator_namePart_ms,"Gaarkeuken, Juda","Gaarkeuken, Juda",,local,personal,,
mods_name_creator_namePart_ms,"Elkin, Vasilii","Elkin, Vasilii",,local,personal,,
mods_name_creator_namePart_ms,"Bulfinch, Charles, 1763-1844","Bulfinch, Charles, 1763-1844",http://id.loc.gov/authorities/names/n80002249,naf,personal,,
mods_name_creator_namePart_ms,"Vallance, J. (John), 1770-1823","Vallance, J. (John), 1770-1823",http://id.loc.gov/authorities/names/n85308340,naf,personal,,
mods_name_creator_namePart_ms,Pennsylvania Society of Colonial Dames of America,Pennsylvania Society of Colonial Dames of America,,local,corporate,,
mods_name_creator_namePart_ms,"Sugimura, Jihei, active 1681-1703","Sugimura, Jihei, active 1681-1703",http://id.loc.gov/authorities/names/nr98040470,naf,personal,,
mods_name_creator_namePart_ms,"Robinson, Corinne Roosevelt, 1861-1933","Robinson, Corinne Roosevelt, 1861-1933",http://id.loc.gov/authorities/names/n86025987,naf,personal,,
mods_name_creator_namePart_ms,"Pfaff, Henry","Pfaff, Henry",,local,personal,,
mods_name_creator_namePart_ms,"Fougeron, Ignace, active 18th century-19th century","Fougeron, Ignace, active 18th century-19th century",http://id.loc.gov/authorities/names/no2009035207,naf,personal,,
mods_name_creator_namePart_ms,"Ryūsai, Shigeharu, 1803-1853","Ryūsai, Shigeharu, 1803-1853",http://id.loc.gov/authorities/names/nr93034678,naf,personal,,
mods_name_creator_namePart_ms,"Utagawa, Sadahiro, active 1830-1852","Utagawa, Sadahiro, active 1830-1852",http://id.loc.gov/authorities/names/no2010147728,naf,personal,,
mods_name_creator_namePart_ms,"Turner, Orren Jack","Turner, Orren Jack",,local,personal,,
mods_name_creator_namePart_ms,Javerns,Javerns,,local,personal,,
mods_name_creator_namePart_ms,Scheibel and Kerr,Scheibel & Kerr,,local,corporate,,
mods_name_creator_namePart_ms,UCIR,University of Pittsburgh. University Center for Instructional Resources,http://id.loc.gov/authorities/names/n83039858,naf,corporate,,
mods_name_creator_namePart_ms,"Tsvik, E.","Tsvik, E.",,local,personal,,
mods_name_creator_namePart_ms,"Efanov, V. P.","Efanov, V. P.",,local,personal,,
mods_name_creator_namePart_ms,Strobridge & Co. Lith.,Strobridge & Co. Lith.,http://id.loc.gov/authorities/names/n50023465,naf,corporate,,
mods_name_creator_namePart_ms,"Perine, George Edward, 1837-1885","Perine, George Edward, 1837-1885",http://id.loc.gov/authorities/names/nr94003574,naf,personal,,
mods_name_creator_namePart_ms,"McKenzie, E.","McKenzie, E.",,local,personal,,
mods_name_creator_namePart_ms,United States. Office of War Information,United States. Office of War Information,http://id.loc.gov/authorities/names/n50062845,naf,corporate,,
mods_name_creator_namePart_ms,Rempes Photography Studio,Rempes Photography Studio,,local,corporate,,
mods_name_creator_namePart_ms,"Smith, Dewey","Smith, Dewey",,local,personal,,
mods_name_creator_namePart_ms,Arcade Studio,Arcade Studio,,local,corporate,,
mods_name_creator_namePart_ms,"Shinba, Matsumoto, active 19th century","Shinba, Matsumoto, active 19th century",,local,personal,,
mods_name_creator_namePart_ms,V. A. Chereminskii,"Chereminskii, V. A.",,local,personal,,
mods_name_creator_namePart_ms,Baldwin,Baldwin,,local,personal,,
mods_name_creator_namePart_ms,"Swierzy, Waldemar","Swierzy, Waldemar",,local,personal,,
mods_name_creator_namePart_ms,"Korekin, A.","Korekin, A.",,local,personal,,
mods_name_creator_namePart_ms,Tom Walczak Photography.; Urban Redevelopment Authority of Pittsburgh (Pa.),Tom Walczak Photography,,local,corporate,,
mods_name_creator_namePart_ms,Tom Walczak Photography.; Urban Redevelopment Authority of Pittsburgh (Pa.),Urban Redevelopment Authority of Pittsburgh,http://id.loc.gov/authorities/names/n86001077,naf,corporate,,
mods_name_creator_namePart_ms,"D.N. Butorin, A.V. Kovalev, A.A.Kotukhina, et al.","Butorin, D.N.",,local,personal,,
mods_name_creator_namePart_ms,"D.N. Butorin, A.V. Kovalev, A.A.Kotukhina, et al.","Kovalev, A.V.",,local,personal,,
mods_name_creator_namePart_ms,"D.N. Butorin, A.V. Kovalev, A.A.Kotukhina, et al.","Kotukhina, A.A.",,local,personal,,
mods_name_creator_namePart_ms,"Zakrzewski, Wlodzimierz","Zakrzewski, Wlodzimierz",,local,personal,,
mods_name_creator_namePart_ms,"Abrams, Ross","Abrams, Ross",,local,personal,,
mods_name_creator_namePart_ms,V. S. Kolinichenko,"Kolinichenko, V. S.",,local,personal,,
mods_name_creator_namePart_ms,Johnston Studios,Johnston Studios,,local,corporate,,
